,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.0,1.0,1.0,4.0,626.0,313.0,164.0,20.0,84.0,19.0,11.0,2.0,3.0,,1.0,1.0
1,0.0,0.0,0.0,5.0,349.0,102.0,44.0,4.0,17.0,2.0,,3.0,,,,1.0
2,0.0,0.0,0.0,7.0,287.0,146.0,72.0,7.0,28.0,4.0,2.0,2.0,1.0,,,1.0
3,1.0,4.0,14.0,13.0,469.0,188.0,63.0,1.0,21.0,4.0,3.0,1.0,,,,1.0
4,0.0,1.0,1.0,19.0,337.0,140.0,68.0,11.0,54.0,10.0,8.0,1.0,3.0,,,1.0
5,0.0,1.0,2.0,5.0,244.0,129.0,49.0,2.0,19.0,6.0,2.0,,1.0,1.0,1.0,1.0
6,0.0,0.0,2.0,13.0,263.0,53.0,27.0,0.0,13.0,,2.0,3.0,2.0,,,1.0
7,0.0,2.0,1.0,37.0,888.0,358.0,231.0,26.0,219.0,63.0,15.0,5.0,6.0,2.0,,1.0
8,0.0,1.0,1.0,14.0,367.0,176.0,63.0,5.0,66.0,19.0,8.0,2.0,3.0,,,1.0
9,2.0,4.0,17.0,23.0,292.0,169.0,56.0,7.0,24.0,15.0,2.0,2.0,,,,1.0
10,0.0,1.0,4.0,7.0,226.0,93.0,47.0,4.0,50.0,22.0,18.0,7.0,2.0,,1.0,1.0
11,0.0,0.0,0.0,6.0,361.0,150.0,75.0,5.0,32.0,11.0,4.0,3.0,1.0,,,1.0
12,0.0,0.0,1.0,12.0,263.0,101.0,46.0,5.0,15.0,5.0,1.0,,1.0,1.0,,1.0
13,1.0,5.0,12.0,27.0,458.0,275.0,111.0,4.0,47.0,16.0,8.0,,4.0,3.0,,1.0
14,0.0,0.0,0.0,14.0,399.0,232.0,99.0,8.0,85.0,31.0,13.0,,3.0,,1.0,1.0
15,0.0,0.0,3.0,68.0,456.0,240.0,122.0,17.0,89.0,25.0,7.0,5.0,13.0,1.0,,1.0
16,0.0,0.0,1.0,2.0,300.0,80.0,18.0,0.0,6.0,1.0,1.0,1.0,,,1.0,1.0
17,1.0,1.0,6.0,17.0,444.0,128.0,27.0,4.0,23.0,5.0,,1.0,,,,1.0
18,2.0,5.0,11.0,1.0,339.0,122.0,50.0,9.0,28.0,7.0,5.0,1.0,,1.0,,1.0
19,0.0,2.0,2.0,7.0,279.0,119.0,27.0,3.0,20.0,7.0,1.0,1.0,2.0,,,1.0
20,0.0,0.0,4.0,24.0,300.0,118.0,56.0,9.0,26.0,11.0,1.0,2.0,,,,1.0
21,1.0,2.0,10.0,5.0,198.0,52.0,29.0,1.0,18.0,3.0,1.0,3.0,6.0,,,1.0
22,0.0,0.0,3.0,16.0,324.0,160.0,50.0,5.0,20.0,4.0,,1.0,1.0,,,1.0
23,0.0,0.0,0.0,10.0,335.0,136.0,44.0,12.0,25.0,11.0,1.0,3.0,,1.0,,1.0
24,0.0,0.0,1.0,23.0,906.0,423.0,209.0,50.0,110.0,60.0,20.0,6.0,11.0,6.0,2.0,1.0
25,0.0,1.0,2.0,42.0,239.0,172.0,29.0,5.0,16.0,21.0,5.0,2.0,3.0,2.0,,1.0
26,1.0,6.0,16.0,80.0,786.0,460.0,153.0,4.0,38.0,33.0,4.0,,2.0,2.0,,2.0
27,1.0,4.0,12.0,4.0,226.0,128.0,65.0,1.0,37.0,14.0,3.0,,,2.0,,1.0
28,0.0,0.0,0.0,26.0,316.0,172.0,97.0,7.0,39.0,22.0,8.0,2.0,,2.0,,1.0
29,2.0,5.0,11.0,2.0,216.0,83.0,41.0,0.0,16.0,5.0,1.0,1.0,,,,1.0
30,0.0,1.0,3.0,24.0,272.0,93.0,59.0,8.0,14.0,7.0,1.0,1.0,,,,2.0
31,0.0,1.0,1.0,8.0,354.0,162.0,54.0,4.0,38.0,6.0,7.0,4.0,,,,1.0
32,0.0,0.0,0.0,18.0,342.0,129.0,51.0,5.0,23.0,2.0,1.0,,5.0,,,1.0
33,0.0,0.0,1.0,2.0,369.0,154.0,61.0,0.0,34.0,9.0,3.0,,2.0,2.0,,1.0
34,0.0,0.0,0.0,2.0,254.0,148.0,78.0,3.0,36.0,20.0,3.0,3.0,2.0,,,1.0
35,1.0,4.0,11.0,9.0,268.0,126.0,41.0,2.0,18.0,2.0,2.0,1.0,1.0,,,1.0
36,2.0,5.0,12.0,27.0,193.0,61.0,20.0,3.0,26.0,8.0,5.0,1.0,2.0,1.0,1.0,1.0
37,2.0,6.0,20.0,0.0,315.0,165.0,57.0,0.0,74.0,3.0,1.0,,2.0,,,1.0
38,1.0,6.0,25.0,59.0,724.0,406.0,452.0,114.0,617.0,126.0,39.0,3.0,11.0,2.0,2.0,1.0
